uid,year,region,service_state,grantee_name,grant_number,grant_type,program_name,program_number,program_type,total_cumulative_enrollment,total_cumulative_enrolled_children,newly_enrolled_children,less_than_1_year_old,x1_year_old,x2_years_old,x3_years_old,x4_years_old,x5_years_and_older,pregnant_women,income_eligibility,receipt_of_public_assistance_eligibility,foster_children_eligibility,homeless_children_eligibility,over_income_eligibility,income_between_100_percent_and_130_percent_of_poverty_eligibility,hispanic_or_latino_origin_any_race_enrollees,asian_non_hispanic_enrollees,black_or_african_american_non_hispanic_enrollees,native_hawaiian_pacific_islander_non_hispanic_enrollees,white_non_hispanic_enrollees,biracial_or_multi_racial_non_hispanic_enrollees,other_race_non_hispanic_enrollees,total_noncontracted_staff,total_contracted_staff,total_departed_staff,total_departed_noncontracted_staff,total_departed_contracted_staff,total_hs_prek_teachers,total_ehs_it_teachers,total_departed_teachers,children_with_health_insurance_at_enrollment,children_with_health_insurance_at_end_of_enrollment_year,children_with_ongoing_source_of_continuous_accessible_health_care_at_enrollment_start,children_with_ongoing_source_of_continuous_accessible_health_care_at_end_enrollment,children_up_to_date_on_epdst_at_enrollment_start,children_up_to_date_on_epdst_at_enrollment_end,hs_prek_children_with_an_iep,ehs_it_children_with_an_iep,hs_prek_health_impairment,hs_prek_emotional_disturbance,hs_prek_speech_impairment,hs_prek_intellectual_disabilities,hs_prek_hearing_impairment,hs_prek_orthopedic_impairment,hs_prek_visual_impairment,hs_prek_specific_learning_disabilities,hs_prek_autism,hs_prek_traumatic_brain_injury,hs_prek_non_categorical_developmental_delay,hs_prek_multiple_disabilities_excluding_deaf_blind,hs_prek_deaf_blind,newly_enrolled_children_who_completed_behavorial_screenings,homeless_children_served,foster_care_children_served
01CH10013-000-2019,2019,Region 1,MA,"Lynn Economic Opportunity, Inc.",01CH10013,CH,Lynn Economic Opportunity Head Start,000,HS,356,356,212,0,0,0,172,150,34,0,230,39,15,47,25,0,277,4,21,1,34,6,13,91,0,0,0,0,13,NA,1,353,353,356,354,335,301,11,NA,0,0,4,0,0,0,0,0,1,0,6,0,0,193,41,12
01CH10013-200-2019,2019,Region 1,MA,"Lynn Economic Opportunity, Inc.",01CH10013,CH,LEO EARLY HEAD START,200,EHS,214,192,77,51,64,70,7,0,0,22,182,14,2,16,0,0,186,0,8,0,12,3,5,19,0,0,0,0,NA,12,3,192,192,192,189,170,168,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,4,3
01CH10023-000-2019,2019,Region 1,MA,"Citizens for Citizens, Inc.",01CH10023,CH,"Citizens For Citizens, Inc.",000,HS,433,433,277,0,0,24,182,224,3,0,221,113,12,45,17,25,206,18,35,0,124,50,0,101,0,13,13,0,19,NA,2,428,431,433,433,407,415,50,NA,1,0,26,0,0,1,0,0,3,0,19,0,0,281,31,10
01CH10023-200-2019,2019,Region 1,MA,"Citizens for Citizens, Inc.",01CH10023,CH,"Citizens For Citizens, Inc.",200,EHS,71,67,27,22,25,20,0,0,0,4,37,17,1,12,1,3,35,1,5,0,19,11,0,10,0,1,1,0,NA,0,0,60,67,63,67,67,67,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,2
01CH10024-000-2019,2019,Region 1,MA,South Middlesex Opportunity Council,01CH10024,CH,"South Middlesex Opportunity Council, Inc.",000,HS,431,431,302,0,0,7,183,241,0,0,277,61,4,21,43,25,6,3,29,1,89,33,32,99,0,10,10,0,21,NA,2,426,426,405,420,420,419,62,NA,0,0,10,1,0,0,0,0,5,0,46,0,0,302,33,4
01CH10108-000-2019,2019,Region 1,MA,"Community Action Program-Inter City, Incorporated",01CH10108,CH,"Community Action Program's Inter-City, Inc.",000,HS,249,249,163,0,0,0,98,138,13,0,185,28,7,11,18,0,144,9,16,0,67,2,11,58,3,10,9,1,15,NA,2,249,249,248,249,147,180,29,NA,0,0,20,0,0,0,0,0,1,0,6,0,0,161,9,9
01CH2003-200-2019,2019,Region 1,MA,"Associates for Human Services, Inc.",01CH2003,CH,"ASSOCIATES FOR HUMAN SERVICES, INC.",200,EHS,93,77,37,35,26,12,4,0,0,16,48,6,0,39,0,0,18,2,16,0,52,5,0,13,3,1,1,0,NA,0,0,77,77,75,77,48,76,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,39,1
01CH2005-200-2019,2019,Region 1,MA,"South Shore Stars, Inc.",01CH2005,CH,"South Shore Stars, Inc.",200,EHS,102,91,43,34,32,22,3,0,0,11,84,0,0,1,11,6,22,2,61,0,12,5,0,14,11,5,4,1,NA,0,0,84,90,86,90,90,80,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,5,0
01CH2033-000-2019,2019,Region 1,MA,"Berkshire County Head Start Child Development Program, Inc.",01CH2033,CH,"Berkshire County Head Start Child Development Program, Inc.",000,HS,510,510,258,0,0,80,168,197,65,0,227,62,32,41,88,60,71,4,41,1,248,50,2,119,24,26,26,0,49,NA,13,491,510,504,510,282,407,62,NA,0,0,49,0,0,3,1,0,0,0,8,1,0,139,46,24
01CH2204-000-2019,2019,Region 1,MA,Community Action Agency of Somerville,01CH2204,CH,COMMUNITY ACTION AGENCY OF SOMERVILLE,000,HS,311,311,191,0,0,0,168,143,0,0,185,11,7,9,31,68,103,54,59,0,57,11,0,66,1,6,6,0,22,NA,2,311,311,306,311,280,289,30,NA,0,0,19,0,0,0,0,0,1,0,10,0,0,173,9,7
01CH2212-000-2019,2019,Region 1,MA,"Action for Boston Community Development, Inc.",01CH2212,CH,ACTION FOR BOSTON COMMUNITY DEVELOPMENT,000,HS,2042,2042,1157,0,10,517,929,584,2,0,1057,222,28,229,506,0,938,146,759,2,112,58,21,496,0,72,72,0,152,NA,20,2016,2031,2026,2026,1997,554,137,NA,0,0,106,0,0,1,0,0,7,1,19,1,0,1068,241,40
01CH2212-001-2019,2019,Region 1,MA,"Action for Boston Community Development, Inc.",01CH2212,CH,"JFK Family Services Center, Inc.",001,HS,110,110,52,0,0,27,54,29,0,0,59,22,2,7,20,0,41,7,35,0,22,5,0,21,0,4,4,0,11,NA,1,99,108,106,106,110,27,7,NA,0,0,5,0,0,0,0,0,0,1,1,0,0,50,8,5
01CH2212-200-2019,2019,Region 1,MA,"Action for Boston Community Development, Inc.",01CH2212,CH,ACTION FOR BOSTON COMMUNITY DEVELOPMENT,200,EHS,446,436,221,111,202,123,0,0,0,10,213,100,4,85,44,0,192,24,192,0,17,14,1,226,0,35,35,0,NA,66,11,427,432,420,427,433,149,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,97,7
01CH2234-000-2019,2019,Region 1,MA,Martha's Vineyard Community Services,01CH2234,CH,MARTHA'S VINEYARD COMMUNITY SERVICES,000,HS,47,47,47,0,0,0,21,26,0,0,24,1,1,8,4,9,14,1,0,0,15,10,6,8,0,0,0,0,0,NA,0,46,47,44,46,26,36,6,NA,0,0,5,0,0,0,0,0,0,0,1,0,0,3,9,1
01CH2258-000-2019,2019,Region 1,MA,"Greater Lawrence Community Action Council, Inc.",01CH2258,CH,"GREATER LAWRENCE COMMUNITY ACTION COUNCIL, INC",000,HS,644,644,299,0,0,92,255,219,78,0,260,190,16,94,46,38,582,2,15,0,40,5,0,132,4,24,24,0,28,NA,4,643,644,644,644,624,644,45,NA,0,0,19,0,0,0,0,0,7,0,19,0,0,296,94,17
01CH2258-200-2019,2019,Region 1,MA,"Greater Lawrence Community Action Council, Inc.",01CH2258,CH,"GREATER LAWRENCE COMMUNITY ACTION COUNCIL, INC",200,EHS,88,88,42,4,27,48,9,0,0,0,0,69,7,12,0,0,72,1,3,0,11,1,0,46,4,4,4,0,NA,14,3,88,88,88,88,87,88,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,12,9
01CH9956-000-2019,2019,Region 1,MA,"Quincy Community Action Program, Inc.",01CH9956,CH,QUINCY COMMUNITY ACTION PROGRAMS INC,000,HS,198,198,103,0,0,1,18,82,97,0,106,55,18,6,13,0,21,52,18,0,90,15,0,70,1,7,7,0,10,NA,3,198,198,198,198,170,197,33,NA,0,1,8,0,0,0,0,0,3,0,8,12,0,88,4,20
01CH9956-200-2019,2019,Region 1,MA,"Quincy Community Action Program, Inc.",01CH9956,CH,QUINCY COMMUNITY ACTION PROGRAMS INC,200,EHS,116,109,41,23,37,40,9,0,0,7,79,28,4,5,0,0,7,37,11,0,53,7,0,33,0,2,2,0,NA,10,1,109,109,109,109,81,107,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,4
01HP000057-200-2019,2019,Region 1,MA,"Action for Boston Community Development, Inc.",01HP000057,HP,"Action for Boston Community Development, Inc.",200,EHS,205,205,136,60,80,62,3,0,0,0,58,29,2,96,20,0,111,13,61,0,7,7,4,146,0,29,29,0,NA,33,5,189,199,187,198,203,74,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92,2
01HP0001-200-2019,2019,Region 1,MA,"Community Day Care Center of Lawrence, Inc.",01HP0001,HP,"Community Day Care Center of Lawrence, Inc.",200,EHS,123,123,55,18,43,47,14,1,0,0,78,6,0,3,4,32,30,0,4,0,1,0,0,22,17,9,8,1,NA,10,1,122,122,123,123,22,100,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,0
01HP0004-200-2019,2019,Region 1,MA,"Community Action, Inc.",01HP0004,HP,"COMMUNITY ACTION, INC.",200,EHS,104,104,35,24,32,29,19,0,0,0,33,11,8,5,29,18,59,0,4,0,40,1,0,13,17,2,1,1,NA,6,0,86,86,103,103,42,39,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,6
01HP0010-200-2019,2019,Region 1,MA,"Associates for Human Services, Inc.",01HP0010,HP,"Associates for Human Services, Inc.",200,EHS,123,123,52,29,46,46,2,0,0,0,49,30,13,31,0,0,47,0,28,1,18,29,0,100,4,2,2,0,NA,38,0,119,123,121,123,44,123,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,32,14
01HP0014-200-2019,2019,Region 1,MA,"Holyoke, Chicopee, Springfield Head Start Inc.",01HP0014,HP,"Holyoke, Chicopee, Springfield Head Start Inc",200,EHS,169,169,81,42,57,67,3,0,0,0,66,52,14,28,7,2,21,0,30,0,6,6,0,159,4,21,21,0,NA,21,4,168,168,166,167,139,153,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,74,27,14
01CH010282-000-2019,2019,Region 1,ME,Downeast Community Partners,01CH010282,CH,Downeast Community Partners,000,HS,189,189,132,0,0,8,51,116,14,0,111,17,5,18,9,29,7,1,2,1,167,6,0,84,3,28,28,0,23,NA,4,178,181,180,182,122,143,19,NA,3,0,14,0,0,0,0,0,1,0,1,0,0,77,14,13
01CH010282-200-2019,2019,Region 1,ME,Downeast Community Partners,01CH010282,CH,Downeast Community Partners,200,EHS,13,13,4,3,4,6,0,0,0,0,7,3,1,1,1,0,0,0,0,0,12,1,0,40,1,8,8,0,NA,12,3,12,12,12,12,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
01CH010376-000-2019,2019,Region 1,ME,York County Community Action Corporation,01CH010376,CH,York County Head Start,000,HS,217,217,160,0,0,22,77,118,0,0,104,44,12,18,18,21,8,1,12,0,179,13,0,69,0,13,13,0,12,NA,3,208,213,214,216,166,206,56,NA,6,0,34,1,0,0,0,0,2,0,13,0,0,143,17,15
01CH010376-200-2019,2019,Region 1,ME,York County Community Action Corporation,01CH010376,CH,York County Early Head Start,200,EHS,34,34,23,8,13,13,0,0,0,0,16,10,5,3,0,0,1,2,0,0,29,1,0,36,0,9,9,0,NA,6,3,34,34,34,34,16,21,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,6
01CH010582-000-2019,2019,Region 1,ME,The Opportunity Alliance,01CH010582,CH,The Opportunity Alliance,000,HS,217,217,139,0,0,20,73,123,1,0,130,44,1,22,20,0,7,7,113,0,82,8,0,48,0,8,8,0,12,NA,2,202,203,153,191,155,154,37,NA,0,0,23,0,0,0,0,0,1,0,12,0,0,45,14,3
01CH010582-200-2019,2019,Region 1,ME,The Opportunity Alliance,01CH010582,CH,The Opportunity Alliance,200,EHS,117,108,42,38,41,27,2,0,0,9,66,16,1,25,9,0,3,2,79,0,29,4,0,27,0,3,3,0,NA,8,1,97,93,93,92,31,67,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,1
01CH010781-000-2019,2019,Region 1,ME,Midcoast Maine Community Action,01CH010781,CH,Midcoast Maine Community Action,000,HS,187,187,119,0,0,14,75,98,0,0,112,8,5,3,19,40,6,1,2,1,159,12,4,56,0,16,16,0,15,NA,7,172,174,183,184,154,168,44,NA,4,0,27,0,0,0,0,2,1,0,4,0,0,108,9,5
01CH010781-200-2019,2019,Region 1,ME,Midcoast Maine Community Action,01CH010781,CH,Midcoast Maine Community Action,200,EHS,85,78,44,22,30,26,0,0,0,7,45,12,5,4,14,5,3,0,0,0,74,7,1,36,0,10,10,0,NA,6,1,76,76,78,76,60,62,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10,6
01CH2013-000-2019,2019,Region 1,ME,"Penquis C.A.P., Inc.",01CH2013,CH,"PENQUIS C A P,INC",000,HS,363,363,246,0,0,27,105,207,24,0,197,64,19,6,33,44,15,6,9,0,306,21,0,96,9,12,12,0,22,NA,2,345,350,358,359,220,306,48,NA,6,3,30,0,0,0,0,0,4,0,5,0,0,227,25,36
01CH2013-200-2019,2019,Region 1,ME,"Penquis C.A.P., Inc.",01CH2013,CH,"PENQUIS C A P,INC",200,EHS,162,162,77,34,55,56,17,0,0,0,73,41,17,2,11,18,8,1,2,1,127,21,0,76,0,6,6,0,NA,23,2,160,160,162,162,120,149,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,7,25
01CH2074-000-2019,2019,Region 1,ME,"Community Concepts, Inc.",01CH2074,CH,"COMMUNITY CONCEPTS, INC",000,HS,299,299,202,0,0,17,142,138,2,0,164,34,7,15,26,53,14,4,2,0,264,12,0,74,9,12,12,0,21,NA,3,291,291,298,299,195,167,55,NA,3,0,38,0,0,2,0,1,4,0,7,0,0,198,28,11
01CH2074-200-2019,2019,Region 1,ME,"Community Concepts, Inc.",01CH2074,CH,"COMMUNITY CONCEPTS, INC",200,EHS,281,262,98,66,67,77,52,0,0,19,148,25,12,33,33,30,12,0,3,0,257,8,0,50,0,7,7,0,NA,3,1,253,256,259,259,176,156,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,41,15
01CH2133-000-2019,2019,Region 1,ME,Androscoggin Head Start & Child Care,01CH2133,CH,ANDROSCOGGIN HEAD START & CHILD CARE,000,HS,247,247,184,0,0,3,94,149,1,0,182,34,4,6,21,0,10,1,112,0,120,3,0,93,0,23,23,0,15,NA,5,241,243,240,247,247,247,54,NA,5,0,46,1,0,0,0,0,0,0,2,0,0,137,15,8
01CH2133-200-2019,2019,Region 1,ME,Androscoggin Head Start & Child Care,01CH2133,CH,ANDROSCOGGIN HEAD START & CHILD CARE,200,EHS,76,74,36,17,22,31,4,0,0,2,51,19,1,3,2,0,3,1,42,0,30,0,0,57,0,14,14,0,NA,6,1,72,73,73,73,74,72,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,6
01CH2219-000-2019,2019,Region 1,ME,Kennebec Valley Community Action Program,01CH2219,CH,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,000,HS,296,296,221,0,0,19,88,188,1,0,148,44,19,22,24,39,7,3,7,0,260,14,3,93,0,9,9,0,30,NA,6,278,285,292,292,252,260,53,NA,7,1,35,0,1,0,0,0,7,0,2,0,0,193,28,21
01CH2219-200-2019,2019,Region 1,ME,Kennebec Valley Community Action Program,01CH2219,CH,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,200,EHS,91,91,55,25,28,36,2,0,0,0,44,17,13,5,6,6,3,0,0,0,72,14,1,51,0,8,8,0,NA,11,1,87,86,86,88,54,62,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6,14
01CH2409-000-2019,2019,Region 1,ME,Aroostook County Action Program,01CH2409,CH,AROOSTOOK COUNTY ACTION PROGRAM,000,HS,207,207,87,0,0,18,91,98,0,0,116,27,11,3,17,33,9,1,2,0,182,8,0,83,0,15,15,0,12,NA,1,204,206,204,206,171,174,47,NA,3,0,0,0,1,0,0,16,10,0,17,0,0,87,6,20
01CH2409-200-2019,2019,Region 1,ME,Aroostook County Action Program,01CH2409,CH,AROOSTOOK COUNTY ACTION PROGRAM,200,EHS,110,103,46,16,31,56,0,0,0,7,71,20,6,3,2,8,3,0,3,0,96,3,0,48,0,3,3,0,NA,11,1,103,103,102,103,75,80,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5,14
01CH2655-000-2019,2019,Region 1,ME,Waldo Community Action Partners,01CH2655,CH,WALDO COMMUNITY ACTION PARTNERS,000,HS,138,138,107,0,0,7,54,74,3,0,83,10,2,1,13,29,2,4,1,0,126,5,0,54,0,10,10,0,11,NA,1,133,136,137,137,121,123,37,NA,6,1,21,0,1,0,0,0,2,0,6,0,0,97,3,3
01CH2655-200-2019,2019,Region 1,ME,Waldo Community Action Partners,01CH2655,CH,WALDO COMMUNITY ACTION PARTNERS,200,EHS,63,55,27,22,13,18,2,0,0,8,44,7,0,2,4,6,1,0,0,0,58,3,0,27,0,5,5,0,NA,6,1,55,54,54,55,14,40,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,1
01CH2916-000-2019,2019,Region 1,ME,Southern Kennebec Child Development Corporation,01CH2916,CH,SOUTHERN KENNEBEC CHILD DEVELOPMENT CORPORATION,000,HS,245,245,157,0,0,24,87,132,2,0,110,38,18,14,22,43,9,0,3,0,212,18,0,83,6,42,42,0,17,NA,15,241,243,239,233,178,213,66,NA,6,0,55,0,0,0,0,0,1,0,2,1,0,136,16,16
01CH2916-200-2019,2019,Region 1,ME,Southern Kennebec Child Development Corporation,01CH2916,CH,SOUTHERN KENNEBEC CHILD DEVELOPMENT CORPORATION,200,EHS,132,120,51,35,33,38,14,0,0,12,53,35,11,20,9,4,3,1,3,0,121,4,0,42,7,10,10,0,NA,8,8,120,120,118,118,94,96,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,12
01HP0005-200-2019,2019,Region 1,ME,York County Community Action Corporation,01HP0005,HP,York County Community Action Corporation,200,EHS,43,43,20,11,15,17,0,0,0,0,21,10,3,8,0,1,2,0,0,0,38,3,0,31,0,7,7,0,NA,6,2,42,42,40,42,21,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5
01HP0008-200-2019,2019,Region 1,ME,Kennebec Valley Community Action Program,01HP0008,HP,Kennebec Valley Community Action Program,200,EHS,99,99,41,31,25,25,18,0,0,0,50,16,7,7,6,13,0,1,1,0,83,10,1,39,15,2,2,0,NA,10,1,97,98,95,95,63,75,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,10
01CH010602-000-2019,2019,Region 1,NH,Southern New Hampshire Services Inc.,01CH010602,CH,"SOUTHERN NEW HAMPSHIRE SERVICES, INC",000,HS,498,498,328,0,0,32,199,267,0,0,259,104,8,66,43,18,128,12,40,2,219,41,4,122,0,15,15,0,50,NA,6,478,483,491,494,166,450,83,NA,2,0,27,0,0,0,0,0,2,0,52,0,0,313,70,11
01CH010602-200-2019,2019,Region 1,NH,Southern New Hampshire Services Inc.,01CH010602,CH,"SOUTHERN NEW HAMPSHIRE SERVICES, INC",200,EHS,128,128,51,23,40,54,11,0,0,0,43,41,5,31,8,0,39,2,18,0,46,11,1,47,0,11,11,0,NA,21,7,124,127,127,127,64,103,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,32,10
01CH10000-000-2019,2019,Region 1,NH,"Tri-County Community Action Program, Inc.",01CH10000,CH,"Tri-County Community Action Program, Inc.",000,HS,261,261,165,0,0,32,113,116,0,0,149,33,8,6,40,25,22,1,1,1,223,11,0,71,0,14,14,0,12,NA,3,255,258,254,257,158,211,40,NA,0,0,11,0,1,0,0,0,2,0,22,0,0,115,11,7
01CH2052-000-2019,2019,Region 1,NH,"Belknap-Merrimack Counties Community Action Program, In",01CH2052,CH,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",000,HS,228,228,141,0,0,7,112,109,0,0,110,59,8,14,24,13,13,11,14,0,175,15,0,63,2,22,21,1,12,NA,4,228,227,226,227,171,221,35,NA,0,0,11,0,0,0,0,0,0,0,24,0,0,132,11,8
01CH2052-200-2019,2019,Region 1,NH,"Belknap-Merrimack Counties Community Action Program, In",01CH2052,CH,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",200,EHS,266,250,102,64,70,75,41,0,0,16,108,84,12,37,18,7,18,20,20,1,190,17,0,50,2,13,13,0,NA,12,9,243,245,244,247,185,242,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,22,15
01CH9959-000-2019,2019,Region 1,NH,"Southwestern Community Services, Inc.",01CH9959,CH,"Southwestern Community Services, Inc.",000,HS,208,208,144,0,0,0,97,111,0,0,129,33,4,16,13,13,4,3,3,0,191,5,0,44,2,9,8,1,10,NA,0,201,208,208,208,208,201,28,NA,0,0,18,0,0,0,0,0,0,0,10,0,0,129,21,5
01CH9960-000-2019,2019,Region 1,NH,Community Action Partnership of Strafford County,01CH9960,CH,Community Action Partnership of Strafford County,000,HS,181,181,156,0,0,0,76,105,0,0,93,20,5,14,16,33,12,12,1,0,127,25,2,44,1,5,5,0,9,NA,3,170,178,158,178,158,178,27,NA,0,0,7,0,0,0,0,0,0,0,19,1,0,151,20,7
01CH9960-200-2019,2019,Region 1,NH,Community Action Partnership of Strafford County,01CH9960,CH,Community Action Partnership of Strafford County,200,EHS,185,162,84,56,46,31,29,0,0,23,77,18,2,60,11,17,12,8,3,0,135,16,0,11,0,3,3,0,NA,0,0,144,153,137,155,145,155,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,60,8
01HP0007-200-2019,2019,Region 1,NH,Community Action Partnership of Strafford County,01HP0007,HP,Community Action Partnership of Strafford County,200,EHS,39,39,9,5,21,11,2,0,0,0,19,8,2,3,3,4,2,0,1,0,29,7,0,13,1,1,1,0,NA,9,1,39,39,39,39,38,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2
01HP0009-200-2019,2019,Region 1,NH,Southern New Hampshire Services Inc.,01HP0009,HP,"Southern New Hampshire Services, Inc.",200,EHS,22,22,12,3,9,8,2,0,0,0,6,8,0,7,1,0,12,0,0,0,4,4,0,7,0,1,1,0,NA,6,1,22,22,22,22,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0
01CH010271-000-2019,2019,Region 1,RI,Tri-County Community Action Agency,01CH010271,CH,Tri-Town Economic Opportunity Committee,000,HS,173,173,126,0,0,0,99,74,0,0,104,21,8,3,12,25,69,6,17,0,73,8,0,29,0,3,3,0,7,NA,2,172,173,171,173,100,140,31,NA,0,1,25,0,0,0,0,0,0,0,5,0,0,104,3,9
01CH010271-200-2019,2019,Region 1,RI,Tri-County Community Action Agency,01CH010271,CH,Tri-Town Economic Opportunity Committee,200,EHS,119,113,60,28,39,34,12,0,0,6,82,17,8,3,0,9,39,3,11,0,60,6,0,22,0,2,2,0,NA,6,2,113,113,113,113,65,98,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,11
01CH010446-000-2019,2019,Region 1,RI,Tri-County Community Action Agency,01CH010446,CH,Tri-Town Economic Opportunity Committee,000,HS,92,92,52,0,0,0,36,56,0,0,49,10,8,13,5,7,10,6,3,0,52,13,0,21,0,1,1,0,5,NA,1,88,90,92,92,90,88,25,NA,0,0,17,0,0,0,0,0,0,0,8,0,0,44,13,11
01CH010446-200-2019,2019,Region 1,RI,Tri-County Community Action Agency,01CH010446,CH,Tri-Town Economic Opportunity Committee,200,EHS,73,67,43,21,18,25,3,0,0,6,41,14,7,6,2,3,11,7,4,0,36,11,0,14,0,2,2,0,NA,2,1,66,67,66,67,2,56,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,5,8
01CH010718-000-2019,2019,Region 1,RI,"Comprehensive Community Action, Inc.",01CH010718,CH,COMPREHENSIVE COMMUNITY ACTION PROGRAM,000,HS,195,195,132,0,0,0,98,97,0,0,149,19,2,3,9,13,112,14,12,0,47,9,0,40,1,5,5,0,11,NA,0,191,191,194,195,133,193,31,NA,0,0,16,0,0,0,0,0,0,0,11,0,0,132,1,3
01CH010718-200-2019,2019,Region 1,RI,"Comprehensive Community Action, Inc.",01CH010718,CH,COMPREHENSIVE COMMUNITY ACTION PROGRAM,200,EHS,35,35,22,8,12,15,0,0,0,0,33,2,0,0,0,0,13,1,4,0,15,2,0,18,0,0,0,0,NA,6,0,34,34,35,35,18,34,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0
01CH2004-200-2019,2019,Region 1,RI,Meeting Street,01CH2004,CH,MEETING STREET,200,EHS,105,99,56,26,28,42,3,0,0,6,84,12,2,4,1,2,81,1,7,2,4,1,5,15,2,2,2,0,NA,0,0,98,99,96,99,60,95,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,3,3
01CH2021-000-2019,2019,Region 1,RI,Woonsocket Head Start Child Development Association Inc.,01CH2021,CH,WOONSOCKET HEAD START CHILD DEVELOPMENT ASSOCIATION,000,HS,220,220,176,0,0,0,92,128,0,0,132,58,11,3,16,0,114,2,14,0,75,15,0,63,0,14,14,0,14,NA,3,217,219,219,220,60,171,47,NA,0,0,37,0,0,0,0,0,0,0,10,0,0,170,14,12
01CH2049-000-2019,2019,Region 1,RI,East Bay Community Action Program,01CH2049,CH,East Bay Community Action Program,000,HS,298,298,159,0,0,47,104,147,0,0,196,14,14,16,27,31,71,6,25,1,126,42,0,91,0,17,17,0,14,NA,3,295,296,273,273,52,213,65,NA,0,1,38,0,1,0,0,0,2,0,23,0,0,144,11,17
01CH2049-200-2019,2019,Region 1,RI,East Bay Community Action Program,01CH2049,CH,East Bay Community Action Program,200,EHS,167,163,71,59,46,57,1,0,0,4,104,26,14,7,10,6,53,6,14,0,41,35,0,49,0,8,8,0,NA,16,2,163,163,146,146,81,84,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,14
01CH2119-000-2019,2019,Region 1,RI,Community Help & Involvement in Low Income Decisions,01CH2119,CH,"CHILD, Inc.",000,HS,311,311,188,0,0,0,122,145,44,0,207,28,17,3,19,37,37,5,16,0,216,23,0,84,0,8,8,0,25,NA,1,308,310,308,310,123,293,46,NA,0,2,26,1,1,0,0,0,0,0,16,0,0,189,10,23
01CH2119-200-2019,2019,Region 1,RI,Community Help & Involvement in Low Income Decisions,01CH2119,CH,"CHILD, Inc.",200,EHS,169,168,83,55,60,53,0,0,0,1,124,22,12,0,2,9,23,3,9,0,112,16,0,42,0,1,1,0,NA,17,0,166,166,160,165,80,147,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,5,26
